1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
1,1000000e+01
